0:0:0:0:0:0:0:0:0 0.702754
1:0:0:0:0:0:0:0:0 0.577826
1:2:0:0:0:0:0:0:0 0.499623
1:2:1:0:0:0:0:0:0 0.5
1:2:1:2:0:0:0:0:0 0.349797
1:2:1:2:1:0:0:0:0 0.5
1:2:1:2:1:2:0:0:0 0.48515
1:2:1:2:1:2:1:0:0 0
1:2:1:2:1:2:0:1:0 0.5
1:2:1:2:1:2:2:1:0 0.49005
1:2:1:2:1:2:2:1:1 0
1:2:1:2:1:2:0:1:2 0.495
1:2:1:2:1:2:1:1:2 0
1:2:1:2:1:2:0:0:1 0
1:2:1:2:1:0:2:0:0 0.475495
1:2:1:2:1:1:2:0:0 0.5
1:2:1:2:1:1:2:2:0 0.5
1:2:1:2:1:1:2:2:1 0
1:2:1:2:1:1:2:0:2 0.5
1:2:1:2:1:1:2:1:2 0
1:2:1:2:1:0:2:1:0 0.5
1:2:1:2:1:0:2:1:2 0.5
1:2:1:2:1:0:2:0:1 0
1:2:1:2:1:0:0:2:0 0.48515
1:2:1:2:1:1:0:2:0 0.5
1:2:1:2:1:1:0:2:2 0.381171
1:2:1:2:1:1:1:2:2 0
1:2:1:2:1:0:1:2:0 0
1:2:1:2:1:0:0:2:1 0
1:2:1:2:1:0:0:0:2 0.49005
1:2:1:2:1:1:0:0:2 0.5
1:2:1:2:1:0:1:0:2 0
1:2:1:2:1:0:0:1:2 0.5
1:2:1:2:0:1:0:0:0 0.5
1:2:1:2:2:1:0:0:0 0.400815
1:2:1:2:2:1:1:0:0 0.50995
1:2:1:2:2:1:1:2:0 1
1:2:1:2:2:1:1:0:2 0.5
1:2:1:2:2:1:1:1:2 0
1:2:1:2:2:1:0:1:0 0.5
1:2:1:2:2:1:2:1:0 0.299478
1:2:1:2:2:1:2:1:1 0
1:2:1:2:2:1:0:1:2 0.5
1:2:1:2:2:1:0:0:1 0
1:2:1:2:0:1:2:0:0 0.5
1:2:1:2:0:1:2:1:0 0.5
1:2:1:2:0:1:2:1:2 0.5
1:2:1:2:0:1:2:0:1 0
1:2:1:2:0:1:0:2:0 0.495
1:2:1:2:0:1:1:2:0 0.5
1:2:1:2:0:1:1:2:2 0.408953
1:2:1:2:0:1:0:2:1 0
1:2:1:2:0:1:0:0:2 0.5
1:2:1:2:0:1:1:0:2 0.5
1:2:1:2:0:1:0:1:2 0.5
1:2:1:2:0:0:1:0:0 0.5
1:2:1:2:2:0:1:0:0 0.644723
1:2:1:2:2:0:1:1:0 0.5
1:2:1:2:2:2:1:1:0 1
1:2:1:2:2:0:1:1:2 0.5
1:2:1:2:2:0:1:0:1 0.5
1:2:1:2:2:2:1:0:1 1
1:2:1:2:2:0:1:2:1 1
1:2:1:2:0:2:1:0:0 0.5
1:2:1:2:0:2:1:1:0 0.5
1:2:1:2:0:2:1:1:2 0.37736
1:2:1:2:0:2:1:0:1 0.5
1:2:1:2:0:2:1:2:1 0.49005
1:2:1:2:1:2:1:2:1 0
1:2:1:2:0:0:1:2:0 0.377322
1:2:1:2:0:0:1:2:1 0.5
1:2:1:2:0:0:1:0:2 0.258406
1:2:1:2:0:0:1:1:2 0.5
1:2:1:2:0:0:0:1:0 0.5
1:2:1:2:2:0:0:1:0 0.560132
1:2:1:2:2:0:0:1:1 0.5
1:2:1:2:2:2:0:1:1 1
1:2:1:2:2:0:2:1:1 0.351724
1:2:1:2:0:2:0:1:0 0.5
1:2:1:2:0:2:0:1:1 0.5
1:2:1:2:0:2:2:1:1 0.47074
1:2:1:2:0:0:2:1:0 0.5
1:2:1:2:0:0:2:1:1 0.5
1:2:1:2:0:0:0:1:2 0.5
1:2:1:2:0:0:0:0:1 0.5
1:2:1:2:2:0:0:0:1 0.262815
1:2:1:2:0:2:0:0:1 0.263087
1:2:1:2:0:0:2:0:1 0.26364
1:2:1:2:0:0:0:2:1 0.263781
1:2:1:0:2:0:0:0:0 0.944513
1:2:1:1:2:0:0:0:0 0.5
1:2:1:1:2:2:0:0:0 0.443192
1:2:1:1:2:2:1:0:0 0
1:2:1:1:2:2:0:1:0 0.5
1:2:1:1:2:2:2:1:0 0.5
1:2:1:1:2:2:2:1:1 0
1:2:1:1:2:2:0:1:2 0.321306
1:2:1:1:2:2:1:1:2 0
1:2:1:1:2:2:0:0:1 0.5
1:2:1:1:2:2:2:0:1 0.5
1:2:1:1:2:2:0:2:1 1
1:2:1:1:2:0:2:0:0 0.817647
1:2:1:1:2:1:2:0:0 0.50995
1:2:1:1:2:1:2:2:0 1
1:2:1:1:2:1:2:0:2 0.5
1:2:1:1:2:1:2:1:2 0
1:2:1:1:2:0:2:1:0 0.5
1:2:1:1:2:0:2:1:2 0.5
1:2:1:1:2:0:2:0:1 0.5
1:2:1:1:2:0:2:2:1 1
1:2:1:1:2:0:0:2:0 1
1:2:1:1:2:0:0:0:2 0.434373
1:2:1:1:2:1:0:0:2 0.5
1:2:1:1:2:1:0:2:2 1
1:2:1:1:2:0:1:0:2 0
1:2:1:1:2:0:0:1:2 0.5
1:2:1:0:2:1:0:0:0 0.5
1:2:1:0:2:1:2:0:0 0.457796
1:2:1:0:2:1:2:1:0 0.5
1:2:1:0:2:1:2:1:2 0.5
1:2:1:0:2:1:2:0:1 0
1:2:1:0:2:1:0:2:0 1
1:2:1:0:2:1:0:0:2 0.848221
1:2:1:0:2:1:1:0:2 0.5
1:2:1:0:2:1:1:2:2 1
1:2:1:0:2:1:0:1:2 0.5
1:2:1:0:2:0:1:0:0 0.5
1:2:1:0:2:2:1:0:0 0.417257
1:2:1:0:2:2:1:1:0 0.505
1:2:1:0:2:2:1:1:2 0.230611
1:2:1:0:2:2:1:0:1 0.5
1:2:1:0:2:2:1:2:1 1
1:2:1:0:2:0:1:2:0 1
1:2:1:0:2:0:1:0:2 0.398138
1:2:1:0:2:0:1:1:2 0.5
1:2:1:0:2:0:0:1:0 0.50341
1:2:1:0:2:2:0:1:0 0.842595
1:2:1:0:2:2:0:1:1 0.5
1:2:1:0:2:2:2:1:1 0.5
1:2:1:0:2:0:2:1:0 0.5
1:2:1:0:2:0:2:1:1 0.5
1:2:1:0:2:0:0:1:2 0.49505
1:2:1:0:2:0:0:0:1 0.5
1:2:1:0:2:2:0:0:1 0.641135
1:2:1:0:2:0:2:0:1 0.271605
1:2:1:0:2:0:0:2:1 1
1:2:1:0:0:2:0:0:0 0.510074
1:2:1:1:0:2:0:0:0 0.5
1:2:1:1:0:2:2:0:0 0.5
1:2:1:1:1:2:2:0:0 0.5
1:2:1:1:1:2:2:2:0 0.49005
1:2:1:1:1:2:2:2:1 0
1:2:1:1:1:2:2:0:2 0.5
1:2:1:1:1:2:2:1:2 0
1:2:1:1:0:2:2:1:0 0.5
1:2:1:1:0:2:2:1:2 0.5
1:2:1:1:0:2:2:0:1 0.5
1:2:1:1:0:2:2:2:1 0.48515
1:2:1:1:0:2:0:2:0 0.5
1:2:1:1:1:2:0:2:0 0.5
1:2:1:1:1:2:0:2:2 0.49005
1:2:1:1:1:2:1:2:2 0
1:2:1:1:0:2:1:2:0 0
1:2:1:1:0:2:0:2:1 0.5
1:2:1:1:0:2:0:0:2 0.495
1:2:1:1:1:2:0:0:2 0.5
1:2:1:1:0:2:1:0:2 0
1:2:1:1:0:2:0:1:2 0.5
1:2:1:0:1:2:0:0:0 0.5
1:2:1:0:1:2:2:0:0 0.144631
1:2:1:0:1:2:2:1:0 0.5
1:2:1:0:1:2:2:1:2 0.5
1:2:1:0:1:2:2:0:1 0
1:2:1:0:1:2:0:2:0 0.48515
1:2:1:0:1:2:1:2:0 0
1:2:1:0:1:2:0:2:1 0
1:2:1:0:1:2:0:0:2 0.298022
1:2:1:0:1:2:1:0:2 0
1:2:1:0:1:2:0:1:2 0.5
1:2:1:0:0:2:1:0:0 0.5
1:2:1:0:0:2:1:2:0 0.5
1:2:1:0:0:2:1:2:1 0.5
1:2:1:0:0:2:1:0:2 0.480298
1:2:1:0:0:2:1:1:2 0.5
1:2:1:0:0:2:0:1:0 0.5
1:2:1:0:0:2:2:1:0 0.5
1:2:1:0:0:2:2:1:1 0.5
1:2:1:0:0:2:0:1:2 0.485532
1:2:1:0:0:2:0:0:1 0.5
1:2:1:0:0:2:2:0:1 0.203172
1:2:1:0:0:2:0:2:1 0.208661
1:2:1:0:0:0:2:0:0 0.499656
1:2:1:1:0:0:2:0:0 0.5
1:2:1:1:0:0:2:2:0 0.5
1:2:1:1:1:0:2:2:0 0.5
1:2:1:1:1:0:2:2:2 1
1:2:1:1:0:1:2:2:0 0.5
1:2:1:1:0:1:2:2:2 1
1:2:1:1:0:0:2:2:1 0.5
1:2:1:1:0:0:2:0:2 0.524116
1:2:1:1:1:0:2:0:2 0.5
1:2:1:1:0:1:2:0:2 0.5
1:2:1:1:0:0:2:1:2 0.5
1:2:1:0:1:0:2:0:0 0.5
1:2:1:0:1:0:2:2:0 0.48515
1:2:1:0:1:1:2:2:0 0.5
1:2:1:0:1:1:2:2:2 1
1:2:1:0:1:0:2:2:1 0
1:2:1:0:1:0:2:0:2 0.651776
